Date,Country,Price(USD)
10-09-2015,India,3.035546704
07-07-2016,Nepal,5.705871001
23-07-2015,Germany,7.243172261
26-11-2022,India,5.862482172
20-07-2018,Singapore,3.35164489
03-06-2019,Argentina,6.299138147
07-12-2016,Canada,5.675733537
26-05-2018,UK,3.10869651
05-03-2018,Nepal,2.425492389
13-09-2023,USA,2.916439844
24-10-2015,Singapore,6.290574818
22-02-2023,India,5.738577125
29-08-2023,India,4.831084298
15-03-2015,Germany,5.698696578
03-12-2022,Singapore,5.023304457
20-09-2018,UK,2.152329761
26-03-2022,Poland,2.412301885
18-03-2017,Germany,5.275001904
09-04-2018,USA,7.77878267
24-11-2017,Poland,6.044622146
18-11-2020,Singapore,4.44478814
20-09-2019,USA,6.38349965
08-08-2016,Nepal,3.106403795
28-09-2017,Canada,7.026889096
10-02-2020,Nepal,3.953624696
18-02-2015,Argentina,7.855012136
13-07-2018,Argentina,5.532845718
21-12-2022,Nepal,2.437181739
13-08-2020,Canada,6.861012233
03-05-2023,UK,3.482866676
04-05-2020,Singapore,4.360526933
20-09-2019,Austria,1.538286179
20-10-2016,Argentina,7.025957376
26-05-2015,Germany,5.157784409
29-04-2023,Singapore,1.550358367
27-10-2017,Poland,2.937930873
09-09-2015,Brazil,4.36191554
12-04-2023,UK,2.583450064
24-11-2023,Poland,5.597591294
18-07-2017,China,7.484838484
12-03-2016,Nepal,5.452691663
16-11-2020,Germany,3.4289238
25-06-2020,Poland,4.282179037
01-11-2019,Austria,4.392597108
23-10-2020,Singapore,4.877274299
13-01-2015,Brazil,5.413656808
18-02-2015,Canada,3.276443518
14-06-2017,China,5.543558072
12-03-2020,Argentina,4.286908263
20-09-2018,India,7.48499246
07-08-2022,Poland,2.333600351
24-05-2015,Austria,4.626164142
09-05-2023,Argentina,8.144716249
13-01-2021,UK,3.001206991
20-12-2018,Nepal,7.00256786
06-03-2023,Singapore,5.798177569
04-12-2019,Poland,6.447529535
15-08-2018,India,4.223725764
14-12-2017,Poland,1.537034434
05-08-2023,UK,7.262788259
28-11-2023,Canada,7.981032515
23-02-2022,Nepal,2.116984825
23-02-2021,China,3.052391712
25-10-2015,UK,5.763202028
01-09-2016,Argentina,4.190282073
23-03-2022,Nepal,5.797759135
24-08-2015,Singapore,3.505284637
23-07-2021,Germany,1.902241242
05-09-2018,India,5.982039202
09-01-2021,Canada,1.574972782
03-03-2022,Poland,8.015309271
16-07-2016,Singapore,3.502045582
02-09-2015,USA,6.987716117
06-12-2019,Singapore,5.110695421
08-07-2021,Austria,5.8063299
05-11-2015,Poland,1.752427932
08-11-2017,Austria,6.085133836
03-02-2015,India,2.107899688
15-04-2022,China,6.957710153
08-12-2015,Brazil,6.187634325
14-11-2015,Nepal,5.602561156
19-04-2016,Singapore,1.607565657
21-04-2021,Argentina,1.980320204
21-06-2017,UK,5.347148575
25-04-2023,Argentina,7.308353617
17-03-2023,Germany,3.936666738
08-05-2018,China,3.084068591
22-07-2020,Austria,4.683313061
04-04-2018,Nepal,5.524347052
16-04-2020,China,2.725243508
11-02-2018,Singapore,2.245254695
16-12-2017,UK,5.022184164
29-05-2021,Brazil,8.129108256
09-02-2015,Singapore,8.196965447
19-09-2017,Singapore,7.192031447
17-08-2022,Germany,3.250990442
16-03-2023,Canada,8.262388189
18-03-2015,Germany,4.885409269
03-11-2015,Austria,6.802312995
17-10-2023,Canada,6.271162713
28-08-2018,Germany,7.534162955
03-04-2021,Canada,2.31387811
16-08-2020,UK,4.178712721
24-02-2018,Austria,6.238390832
13-07-2023,Austria,7.101129757
08-09-2018,Nepal,8.18811981
05-10-2021,Singapore,5.249563352
20-03-2019,Argentina,7.325239314
03-11-2018,Austria,3.51102708
30-04-2020,Nepal,6.215885417
03-08-2016,Brazil,2.032201744
09-09-2016,India,4.835888179
23-04-2018,Brazil,3.029962936
29-02-2020,Germany,3.383530477
24-12-2023,Argentina,6.28175116
23-11-2018,Austria,4.992995383
20-08-2017,Austria,3.144029604
14-11-2020,Austria,7.609197489
22-10-2021,Austria,3.104452725
03-06-2021,Austria,7.35434297
07-08-2017,Brazil,2.591968979
15-12-2017,UK,2.339149449
04-10-2015,UK,6.230684874
14-07-2018,Poland,4.948654043
19-01-2020,USA,6.849709488
20-05-2015,Singapore,8.205951633
03-04-2023,Canada,4.098375748
15-11-2019,Brazil,4.946382644
08-07-2020,Germany,7.581381849
08-11-2022,Canada,2.780103042
05-10-2020,Singapore,3.461866362
06-05-2022,Austria,6.751185701
01-01-2023,India,1.879037199
17-05-2016,Nepal,4.848240536
24-07-2020,Singapore,1.727938529
23-03-2021,Brazil,4.25601846
12-11-2020,Poland,6.931327747
20-12-2016,Canada,8.335550367
04-11-2023,Argentina,5.127435976
19-11-2018,Brazil,6.324473843
01-09-2020,USA,6.218721423
13-03-2015,Nepal,5.567057533
26-02-2018,Brazil,4.031216281
16-07-2018,China,2.810067094
01-05-2017,China,3.159974068
10-04-2020,Canada,8.209687719
05-11-2017,Brazil,4.061469058
09-04-2015,Canada,4.467600163
28-07-2020,Nepal,6.404988388
22-06-2016,Brazil,4.055545904
12-08-2017,Nepal,3.457406723
03-07-2016,India,5.499868027
15-07-2018,Germany,6.302083385
19-04-2015,UK,6.545708216
30-10-2020,Austria,5.387380332
05-03-2016,Nepal,2.872442499
06-12-2023,Argentina,2.546836401
04-07-2021,USA,2.736250937
09-12-2016,Canada,2.441301793
15-03-2017,Poland,5.119048824
30-12-2017,Argentina,3.71009073
26-11-2018,Canada,3.600239275
03-12-2018,Singapore,7.509513877
28-10-2023,USA,4.288813313
18-02-2022,Argentina,2.643393162
27-05-2016,Austria,7.196726484
24-07-2021,Canada,7.372801963
23-09-2016,UK,4.648983733
12-06-2021,Brazil,3.318383854
12-02-2021,Brazil,5.422450244
11-06-2016,China,3.908981935
23-03-2016,Nepal,2.348662425
13-10-2015,Poland,8.241815926
29-06-2017,Austria,5.537976295
25-12-2015,Poland,6.043916663
15-06-2019,India,8.355611931
12-08-2021,China,3.985763269
08-10-2022,Poland,5.073111679
28-02-2015,Argentina,4.62851082
10-11-2017,UK,4.167496989
15-08-2016,China,4.746264565
29-11-2021,India,7.577803553
28-06-2015,Poland,7.154020008
03-11-2020,Brazil,4.452715415
19-11-2015,Germany,5.501463017
30-05-2023,UK,2.053783492
02-09-2015,Brazil,3.097525576
19-04-2018,Brazil,6.071091682
07-03-2020,Argentina,3.372306736
07-05-2022,Poland,4.268187276
18-08-2016,Canada,6.966818258
13-08-2022,Brazil,6.735268489
04-05-2021,Singapore,8.25868223
07-05-2019,Nepal,2.671226749
05-08-2017,USA,2.375279375
31-05-2017,Austria,6.134157835
09-06-2022,Argentina,6.404878499
27-01-2023,UK,2.97400044
08-05-2018,Nepal,2.221065198
30-01-2018,UK,8.057555632
27-01-2015,Canada,5.339036207
04-08-2018,USA,6.896535939
21-07-2018,Singapore,6.854974605
05-12-2017,UK,2.227498828
30-03-2018,Germany,2.586920534
31-08-2015,Poland,8.021127062
05-11-2023,Nepal,3.665594575
02-07-2023,Austria,6.663152598
24-07-2020,Canada,5.885364792
17-01-2022,India,5.187196366
13-12-2015,India,1.699999051
31-07-2020,Poland,3.997888699
19-04-2019,Brazil,7.549687992
16-08-2017,Canada,8.324870818
10-02-2020,Singapore,8.044003002
16-04-2020,Singapore,4.613914527
16-07-2018,Argentina,5.275012979
12-02-2015,Germany,5.683089392
03-10-2022,Poland,6.742381211
29-02-2016,Germany,4.5448416
15-03-2023,Poland,5.976697741
26-05-2022,China,7.862462062
11-01-2020,Canada,5.277676855
02-07-2020,UK,4.593022139
15-06-2018,Brazil,4.385426639
11-09-2022,India,3.625010409
04-10-2018,USA,5.163213683
23-11-2022,India,3.907194421
11-01-2022,Canada,5.245692216
02-08-2022,Argentina,7.95461877
11-02-2021,Canada,3.597273626
14-11-2023,Nepal,7.085753434
14-03-2019,Germany,3.118507755
15-03-2023,USA,5.33748537
19-10-2022,Austria,4.382151083
27-06-2017,Singapore,4.559744565
30-01-2021,Austria,2.642886467
09-10-2016,Argentina,6.021935595
12-11-2017,Nepal,3.044146984
03-10-2018,UK,4.455675679
24-07-2021,Austria,5.116270433
02-12-2018,Germany,7.153024583
19-01-2023,Poland,3.403055817
16-06-2023,Poland,6.700488245
06-01-2015,China,4.390327136
25-07-2023,UK,2.776850253
16-06-2018,China,2.272494454
30-04-2020,Canada,5.824105897
27-06-2021,China,6.403308186
28-05-2015,Canada,2.814526098
26-08-2020,USA,2.565045136
05-08-2022,Singapore,1.654916199
10-03-2020,UK,3.474801763
25-07-2015,India,6.506371595
24-07-2021,Argentina,1.557428625
09-06-2017,UK,2.554785856
12-03-2021,Canada,3.020316596
22-08-2023,Nepal,3.681036796
12-03-2016,Canada,8.485744123
28-08-2016,Canada,6.378543619
12-05-2021,USA,3.811740529
07-03-2017,India,1.892268411
17-09-2019,Nepal,1.999692863
12-09-2022,Canada,2.77122617
17-07-2019,China,7.220755068
29-09-2015,USA,2.353730893
14-03-2018,Argentina,3.242736524
11-04-2021,Canada,3.230135338
24-09-2022,USA,2.894259134
10-02-2019,Argentina,6.896971775
09-11-2022,Singapore,6.162055186
29-10-2022,Austria,4.809778815
04-06-2016,Poland,8.228497276
08-01-2023,Brazil,2.610280055
20-06-2023,Argentina,1.795301409
21-07-2018,Singapore,5.14648377
06-04-2023,China,4.868607152
12-06-2021,China,2.891065423
14-04-2018,USA,7.54560366
31-01-2015,Austria,8.312918423
03-08-2016,Austria,5.930362761
16-05-2016,Brazil,1.605473937
01-05-2020,China,5.59287802
02-06-2019,Nepal,7.024006461
06-03-2016,USA,8.281844506
14-10-2018,Germany,6.984326682
27-07-2020,Canada,6.318845773
27-11-2016,India,4.099790643
30-10-2018,UK,3.241055795
27-08-2022,Canada,2.139810866
10-04-2018,Germany,3.868954677
25-04-2023,Poland,1.92036635
03-06-2019,Brazil,6.012024277
08-10-2015,Argentina,5.25447328
24-11-2015,UK,2.380792204
09-04-2015,Austria,3.717176913
22-11-2016,Singapore,7.019932781
04-06-2020,Brazil,7.138677636
07-12-2019,Canada,6.632321822
08-09-2020,USA,6.324749862
11-03-2020,Brazil,6.570794105
12-12-2017,China,7.79064131
21-09-2022,Canada,6.446381852
16-02-2018,Singapore,3.563002175
25-07-2019,Argentina,4.930643971
22-11-2020,Germany,2.806387103
03-07-2019,Brazil,3.76576613
27-07-2015,Canada,3.42727124
11-08-2023,Germany,7.901318014
22-12-2023,Singapore,2.622403864
24-10-2022,Singapore,2.585178347
19-08-2022,China,7.23592986
23-12-2020,Singapore,4.069788949
02-01-2022,USA,6.931425351
19-05-2019,Singapore,4.153304988
12-03-2015,India,7.680526608
24-12-2017,Germany,7.497805018
17-06-2019,Germany,3.171505908
15-11-2020,Argentina,1.943392296
27-02-2017,Singapore,7.233348136
02-11-2020,Austria,5.168488382
31-08-2019,Canada,6.860138669
17-02-2016,India,5.791274696
19-12-2020,Brazil,4.368631694
20-12-2015,Brazil,2.273248938
26-07-2023,Singapore,6.112237211
23-04-2015,USA,7.346353505
12-12-2023,India,2.7504716
18-03-2022,USA,2.914553201
24-11-2016,Canada,2.841316482
29-04-2015,USA,5.497085269
11-01-2021,Nepal,6.105448808
04-11-2022,Singapore,5.867793388
19-03-2018,Germany,3.291569712
07-09-2016,Brazil,3.045059489
16-05-2015,Argentina,1.996117727
02-07-2017,Austria,6.090245533
29-11-2021,UK,4.776414004
10-10-2023,Poland,1.924901318
21-01-2017,Singapore,6.704342086
08-01-2019,Nepal,7.254185614
04-12-2021,Argentina,1.908100171
17-06-2018,Germany,3.360709441
07-03-2015,USA,6.640102368
11-07-2015,China,2.045547624
09-08-2023,Austria,8.224107218
21-09-2021,UK,2.208575845
14-04-2019,Austria,5.22162736
09-04-2019,Austria,2.851836135
19-07-2020,Poland,3.241341203
12-12-2021,Poland,8.132523412
09-03-2022,Singapore,6.744360506
09-12-2017,Nepal,6.722758634
14-04-2021,Poland,5.535945613
03-01-2020,Poland,4.711044147
26-03-2017,Poland,4.489524932
10-03-2019,UK,2.667665232
05-10-2023,India,5.349758266
18-11-2018,Singapore,3.862590094
22-08-2020,India,5.237303339
12-07-2022,Germany,4.60108519
09-12-2016,Brazil,7.817394795
16-04-2019,Singapore,8.440240934
14-11-2016,Brazil,7.413978104
01-02-2023,Nepal,6.849290575
30-03-2016,Nepal,7.283084825
10-02-2020,Brazil,5.758893592
01-09-2017,Germany,5.319383677
13-12-2016,Nepal,6.859957537
09-02-2017,Argentina,3.27862389
17-09-2016,Canada,4.632498523
11-11-2015,Nepal,1.501369395
13-01-2020,USA,8.380695298
01-09-2018,Germany,1.614117135
13-05-2017,India,8.453884067
17-05-2023,China,1.545981803
29-04-2017,Austria,3.00375969
16-05-2023,Brazil,1.6519096
03-07-2018,Argentina,7.256362207
31-08-2017,Singapore,5.078900418
03-12-2023,Germany,7.981457151
24-02-2021,India,2.160009893
11-06-2020,Canada,3.989590273
22-04-2022,India,3.354917255
05-01-2020,Germany,3.248998341
01-07-2017,China,7.177519657
12-09-2023,UK,5.493410116
20-11-2020,Germany,7.925172623
13-06-2022,Argentina,2.040410959
12-11-2023,Brazil,7.05032936
08-11-2016,India,4.917934789
05-10-2015,Argentina,6.419935264
25-01-2020,UK,5.666618418
17-12-2015,China,1.761601173
23-11-2021,Germany,4.170822773
09-03-2015,USA,7.953100476
05-07-2021,Brazil,3.935511449
12-04-2019,Nepal,4.415651988
16-07-2022,UK,7.588505599
26-12-2015,Austria,6.733750601
03-04-2020,Germany,8.00057216
04-01-2023,Poland,6.941930327
22-03-2015,Nepal,1.878895641
18-02-2023,Singapore,1.788275765
17-10-2021,Singapore,5.454390258
05-12-2016,Brazil,5.016811273
08-06-2023,Austria,2.572382378
26-10-2018,Poland,6.621050015
11-03-2020,Nepal,8.297281713
31-12-2018,Germany,5.526783977
23-05-2020,UK,3.054599397
25-11-2022,China,7.004578089
15-11-2021,India,2.425323318
18-09-2017,UK,4.830982581
11-10-2018,Argentina,1.845177686
18-09-2017,Nepal,3.337905836
25-04-2017,Nepal,5.012761809
13-02-2015,Argentina,2.412626224
03-11-2015,India,4.866457514
30-08-2020,Austria,4.915027699
04-02-2015,Poland,5.49931478
31-07-2020,Singapore,5.811977863
13-06-2018,Argentina,5.169734476
23-04-2017,Austria,2.001507862
09-07-2019,Nepal,3.763881488
15-11-2019,Germany,2.127162537
29-04-2021,Poland,4.395074367
30-07-2020,Brazil,3.938154998
02-01-2022,Brazil,3.911674367
08-10-2017,Poland,1.669447812
17-11-2015,China,2.684786848
23-04-2020,Brazil,5.813546961
07-10-2017,Canada,5.862275094
09-12-2021,Canada,1.814142857
29-01-2019,Austria,2.897796495
15-12-2019,Brazil,2.59193852
27-06-2017,Argentina,7.469349016
24-09-2017,UK,6.67707141
27-04-2023,Austria,8.142586405
22-01-2017,India,7.581266462
27-02-2023,China,1.596133049
05-11-2015,Argentina,7.129965415
06-11-2016,China,4.650430994
10-12-2022,USA,3.823137033
17-05-2022,Argentina,5.266038205
30-06-2015,Austria,5.324969498
24-06-2021,China,5.341600384
09-01-2023,Germany,6.609465085
04-05-2023,India,6.365498006
31-08-2021,Poland,1.628719588
10-07-2022,Germany,7.842282002
28-11-2020,Singapore,1.804374052
01-05-2019,India,1.920770347
30-08-2018,Austria,7.024319462
08-07-2022,Germany,3.39897016
22-07-2023,Canada,6.083305103
22-03-2021,USA,1.966184547
15-11-2019,Poland,3.399172654
09-02-2018,Poland,4.021533996
31-08-2018,UK,1.633548268
18-07-2021,Poland,4.205662583
15-11-2022,Nepal,5.059782325
13-07-2021,Argentina,2.197225983
15-01-2023,Brazil,4.892635063
15-02-2016,Germany,5.220924516
31-03-2016,India,2.8921264
12-12-2022,Canada,5.42481279
21-06-2020,Argentina,1.650419208
30-11-2018,Austria,7.95589081
13-02-2019,China,3.834987442
26-04-2015,Nepal,6.710735039
04-02-2021,USA,3.92745932
08-08-2021,Brazil,3.987646933
12-07-2023,China,3.15343336
27-08-2022,Singapore,3.431147953
03-06-2022,USA,5.880546546
15-06-2020,Nepal,7.732814603
04-03-2015,USA,8.108956887
25-10-2023,China,3.079078883
29-11-2020,Brazil,7.780227205
03-01-2023,Poland,2.460824733
09-05-2019,Argentina,4.175449853
18-11-2015,Poland,5.787138753
14-07-2015,Poland,6.305663188
13-07-2022,Nepal,3.182525657
23-04-2015,India,4.485254979
12-02-2019,China,7.868147755
12-02-2023,Brazil,4.644184297
05-04-2021,India,2.947300923
04-07-2019,India,5.567214905
29-04-2018,Poland,7.100735414
12-10-2015,India,3.662988773
21-09-2020,Argentina,7.790502188
03-03-2023,India,4.510450087
31-08-2022,India,6.093622271
14-12-2015,Germany,7.919784845
09-11-2023,Brazil,1.974698289
20-12-2022,Singapore,8.140210949
08-03-2019,UK,2.788946511
21-05-2022,India,6.589556733
31-10-2019,Brazil,7.660923301
04-10-2020,Nepal,8.228373311
05-11-2022,China,4.601031409
14-10-2018,Poland,8.032750213
10-08-2023,China,2.56369939
04-07-2019,Austria,2.24740003
04-03-2021,India,1.68338755
11-08-2023,Germany,5.818625539
23-02-2020,Germany,5.469301651
02-02-2019,Austria,5.674524848
13-05-2022,Austria,6.311645196
16-03-2020,Brazil,2.056328012
08-02-2016,Canada,2.438606393
14-01-2023,Germany,4.781344488
19-07-2023,Poland,4.117715808
17-11-2015,Nepal,4.940119179
11-07-2020,India,2.646504628
05-06-2020,Austria,1.725606873
18-09-2020,USA,7.978045582
16-10-2015,Nepal,3.057879487
11-04-2021,Poland,8.417703922
23-05-2020,Austria,1.96295427
28-09-2022,Canada,7.569903018
17-11-2018,Canada,6.315038929
16-09-2019,Canada,7.713108411
22-06-2018,Nepal,4.334067378
12-07-2020,USA,5.755509705
11-08-2015,Nepal,6.541406394
21-02-2019,Nepal,5.780534123
04-12-2015,Argentina,5.503541158
11-02-2018,Singapore,5.176613722
05-06-2023,Argentina,7.008439036
16-08-2020,Singapore,2.26521405
13-05-2019,Canada,7.289070712
11-08-2022,USA,7.644459568
14-03-2019,Austria,5.130918568
05-03-2015,Nepal,8.386814506
04-05-2020,USA,5.403906649
15-02-2022,Singapore,6.856119107
06-02-2015,USA,2.82895238
01-03-2017,Canada,4.28627924
07-06-2021,China,6.915739088
04-05-2019,China,4.729430148
12-01-2021,Nepal,3.560938077
05-09-2016,USA,6.32967071
13-11-2020,India,4.745052672
22-05-2021,Poland,4.661886615
21-01-2015,Argentina,5.004604532
16-07-2023,India,6.951117993
13-06-2022,Argentina,5.324849732
02-03-2023,Nepal,4.394915136
22-11-2019,Canada,1.67438479
05-11-2016,Canada,5.632208327
06-12-2017,Argentina,7.770564351
09-04-2019,Canada,2.131257629
03-03-2016,Brazil,6.342021998
09-06-2021,Argentina,7.075403557
28-09-2017,Argentina,6.632836318
11-09-2023,UK,2.299154572
04-06-2020,Canada,5.938506928
14-02-2023,UK,5.166721142
09-02-2017,Nepal,6.588116851
22-03-2017,Singapore,5.784507741
15-05-2022,India,4.15075042
16-01-2023,Nepal,1.807342584
09-09-2020,India,7.885769452
04-07-2018,Germany,7.599137825
14-04-2016,India,2.634868675
16-11-2016,India,2.752067353
12-08-2015,Argentina,1.859173432
24-11-2016,China,3.666628138
27-09-2017,Canada,3.521463762
15-11-2016,India,2.322877849
09-02-2021,India,8.223037157
11-03-2022,USA,5.857922296
18-03-2020,China,1.585454354
01-08-2015,Canada,7.487877395
29-07-2023,Singapore,7.152181946
14-11-2021,Germany,7.678920444
29-10-2021,Austria,3.018116907
02-03-2023,Poland,4.829983929
11-01-2019,Nepal,4.59312753
16-10-2019,Germany,5.70071473
21-06-2021,Austria,7.675175055
13-07-2020,China,5.838362272
15-09-2018,Singapore,7.240849739
02-06-2023,Austria,1.8424316
26-12-2022,India,1.885447566
18-07-2015,Brazil,1.757047363
08-10-2017,USA,6.168975801
26-01-2021,Germany,3.589090826
18-03-2017,UK,1.843219539
18-05-2020,Nepal,8.456146264
06-02-2019,India,6.204633467
08-12-2017,Germany,6.126472278
18-02-2018,Argentina,5.664782904
25-05-2016,Singapore,2.741934871
19-09-2019,Canada,6.745343663
31-07-2015,Brazil,8.020358736
18-06-2018,UK,6.879583881
14-05-2019,Brazil,4.079985978
31-08-2018,Nepal,7.241853196
04-05-2018,Nepal,7.403167411
16-10-2018,UK,3.549828993
05-01-2015,India,2.35416261
15-07-2021,China,3.804459689
08-04-2018,Nepal,5.172523465
17-07-2022,Argentina,2.963356862
06-04-2018,USA,2.265115641
19-08-2023,Argentina,8.35544962
24-09-2022,Singapore,8.410324846
29-08-2017,Canada,6.568518965
08-10-2020,Germany,8.037241724
23-10-2018,Argentina,3.510311127
14-10-2015,Germany,7.434585789
24-12-2020,China,5.177738577
04-01-2016,Germany,3.976973411
22-09-2016,India,5.800029866
08-06-2016,Canada,5.137940601
22-07-2019,Poland,4.9841878
18-11-2016,India,7.685645769
04-10-2015,Austria,6.460109473
28-09-2017,Austria,1.511066421
12-05-2021,USA,4.754199441
03-11-2019,UK,6.662278629
21-11-2022,Austria,7.096950459
01-03-2020,Nepal,4.398287977
28-08-2020,Brazil,3.947550311
30-09-2021,Poland,2.986365535
21-04-2022,Poland,2.908309973
14-05-2022,China,3.280922655
03-02-2020,UK,3.654407845
31-08-2017,Singapore,5.349955196
20-11-2018,USA,2.296857341
12-07-2020,Brazil,3.889531097
03-12-2020,Argentina,5.482450786
21-06-2022,USA,7.324299389
15-08-2023,Austria,3.813603825
16-05-2017,Brazil,7.955958357
30-10-2016,Canada,7.913141372
17-12-2023,USA,6.019565545
16-07-2016,Canada,2.587704021
22-09-2016,Canada,7.744408288
14-08-2016,Singapore,7.77150021
27-11-2023,Canada,6.987923232
01-10-2021,Nepal,7.994529837
17-08-2021,USA,7.345740152
13-03-2023,China,5.454598487
07-04-2022,Poland,3.70851989
18-08-2019,Singapore,1.631029013
18-01-2020,Germany,6.298453102
06-03-2017,Brazil,1.963491289
15-10-2015,India,3.463220201
05-02-2022,USA,3.874066926
14-02-2023,Nepal,5.885575933
29-03-2019,India,5.496871488
06-06-2018,Nepal,2.811652371
08-04-2020,UK,7.552155834
15-10-2021,China,6.436863288
13-07-2022,Brazil,6.468880104
28-08-2023,China,4.397086975
21-09-2022,Canada,7.639341128
26-09-2023,Brazil,4.663344307
30-07-2018,China,3.012979155
03-10-2018,China,2.725089221
15-11-2018,Brazil,6.994607883
16-11-2016,Austria,7.893476923
21-01-2023,Canada,5.041962848
22-12-2023,Canada,7.834690604
27-09-2021,India,2.83148175
13-02-2023,Canada,6.627087467
08-09-2023,Singapore,3.672510962
23-12-2021,Brazil,2.503065336
21-10-2015,UK,7.254969626
01-08-2022,Singapore,6.237021021
12-05-2022,India,2.93630977
29-10-2018,USA,4.715578874
10-03-2017,Argentina,7.553671417
17-07-2015,UK,1.528769085
17-10-2020,USA,6.309366315
06-07-2019,Germany,7.603125651
30-07-2023,Brazil,4.768131317
07-08-2017,USA,2.221719806
02-05-2021,Poland,6.718883076
30-06-2018,USA,5.542918841
08-04-2022,China,5.971955964
05-12-2018,Austria,3.746162589
05-02-2023,Austria,3.50597164
30-11-2023,Singapore,3.734048534
02-01-2018,Canada,6.197868294
22-12-2018,China,2.54524506
10-01-2015,China,2.301222757
07-08-2022,Germany,5.417380345
20-09-2022,UK,2.946041657
05-07-2020,Brazil,5.345559599
14-08-2020,China,2.490897802
20-06-2022,Argentina,7.128019869
06-02-2019,Germany,3.213775517
26-10-2016,UK,3.679642918
23-06-2022,Brazil,5.284039714
09-02-2017,USA,2.410518014
02-03-2021,Canada,7.823046854
22-12-2015,USA,2.241488432
30-06-2020,USA,2.102837063
06-04-2022,Nepal,2.752880953
02-10-2021,Germany,7.738931262
13-02-2019,Poland,7.353220827
13-08-2015,Argentina,4.620853859
26-04-2020,Brazil,3.687084558
07-04-2019,Austria,6.490290793
30-04-2021,Poland,7.165098762
20-02-2023,UK,8.315773222
21-04-2023,Canada,5.474525116
24-09-2022,UK,7.189957124
05-04-2016,Argentina,4.777931338
31-08-2018,Canada,3.672741792
11-04-2023,Poland,6.471511315
17-07-2019,Canada,4.793821123
15-06-2021,Austria,2.506051786
05-10-2019,Germany,3.30636936
30-06-2015,Brazil,4.244538429
05-03-2016,Argentina,7.920850952
05-09-2015,Brazil,7.021450944
22-09-2023,Brazil,4.672981474
03-05-2017,USA,1.957556392
18-12-2015,UK,3.960085745
10-06-2018,Canada,7.420363837
15-05-2022,China,6.875590603
07-06-2016,Germany,5.522747806
19-03-2021,Singapore,2.220525472
01-03-2023,Argentina,7.077304414
07-12-2023,Brazil,5.393049021
15-08-2022,UK,7.047016577
03-01-2017,Singapore,4.726823969
14-09-2016,Germany,4.39409334
20-10-2017,Germany,3.205837427
23-11-2019,India,8.317242119
26-04-2015,Nepal,1.962419543
07-02-2019,Austria,7.197409934
28-11-2019,Germany,4.518039484
12-02-2018,Nepal,5.47047836
21-02-2017,Brazil,5.311688161
30-12-2022,Austria,2.711598192
21-03-2021,Poland,2.045260818
15-05-2015,Argentina,5.519318036
23-02-2016,Canada,2.300260023
14-06-2018,Germany,4.74035904
09-06-2016,Singapore,2.183577364
09-06-2022,Canada,2.733218015
10-04-2019,Nepal,1.987253444
19-07-2017,UK,6.298560774
10-04-2016,Germany,6.899403652
01-01-2023,Nepal,3.7918577
10-07-2020,Poland,6.121153313
02-06-2023,UK,3.023282414
28-01-2019,India,7.710830756
28-07-2021,Poland,7.168875575
21-12-2020,India,6.126169756
06-08-2023,Canada,5.218790748
22-10-2016,Nepal,5.809005164
11-11-2021,Canada,2.869666341
18-08-2023,Poland,7.641977468
22-01-2016,China,5.491934855
26-11-2022,Poland,3.631850931
25-01-2021,Nepal,6.524538553
19-12-2015,Brazil,8.432024796
25-09-2016,Germany,1.556834767
08-10-2023,Singapore,4.329381912
03-02-2023,India,7.467536256
10-04-2020,USA,4.084560255
01-02-2015,Singapore,8.275296616
19-04-2019,USA,6.423478871
21-02-2019,Brazil,2.267888218
10-04-2016,China,7.559757458
29-12-2022,Austria,4.522008508
11-08-2015,Germany,4.259878266
04-07-2020,Brazil,6.482415562
27-03-2019,Nepal,4.170955316
03-07-2015,Singapore,2.978512523
31-01-2017,India,4.824099891
05-07-2017,Austria,5.387951051
29-08-2023,Brazil,7.379738807
08-08-2017,India,3.519296102
07-05-2016,Poland,2.378844074
09-02-2016,USA,2.002221976
04-05-2022,USA,2.507971205
30-03-2017,Canada,6.105486878
30-06-2018,India,2.09264411
08-05-2016,Poland,7.141591302
30-03-2018,Canada,7.755077284
30-12-2015,Argentina,5.731006589
19-09-2017,Nepal,5.862739371
11-08-2021,Canada,5.065904401
27-10-2017,Singapore,7.240499974
18-07-2016,Nepal,3.987150614
10-08-2016,India,4.473403001
10-03-2015,USA,5.545569505
09-01-2023,Argentina,3.157249771
19-11-2022,Singapore,3.384753137
01-10-2018,Singapore,5.534466472
17-10-2017,USA,8.347634146
16-05-2023,Germany,4.882876925
29-11-2023,Brazil,2.292150587
10-06-2016,Canada,8.232164248
15-09-2018,UK,2.494612359
13-12-2017,Argentina,5.184856377
05-05-2016,China,4.754554291
08-12-2023,UK,5.163497561
21-10-2022,Germany,2.119124455
23-05-2015,Canada,5.914639944
30-01-2019,Poland,8.222877329
30-12-2016,UK,6.288518134
11-01-2015,Singapore,7.086687684
08-08-2020,China,5.791273798
20-02-2017,Brazil,5.245232831
08-11-2019,USA,4.782081672
14-12-2021,Singapore,7.84238557
12-11-2020,Germany,6.636701832
07-04-2017,Nepal,3.970401792
29-08-2018,China,3.524459103
30-10-2018,USA,6.36535814
08-02-2016,Germany,6.745976956
07-11-2016,Argentina,6.995150886
16-01-2020,China,1.929924342
27-10-2015,Canada,5.546987609
14-03-2022,Germany,1.861339194
10-04-2018,China,7.162270458
02-08-2022,Germany,1.691086613
